Fecha,Magnitud,Latitud,Longitud
2010-05-01,3.9,31.81,-115.02
2010-05-01,4.1,32.18,-115.1
2010-05-02,4.0,32.51,-115.41
2010-05-02,3.7,32.02,-115.18
2010-05-02,3.4,32.19,-115.09
2010-05-02,3.4,32.52,-115.42
2010-05-02,3.7,32.34,-115.14
2010-05-03,3.9,32.19,-115.11
2010-05-03,3.4,32.34,-115.13
2010-05-04,3.8,32.42,-115.13
2010-05-04,3.9,32.21,-115.08
2010-05-04,4.4,32.34,-115.15
2010-05-04,4.4,32.15,-115.02
2010-05-04,3.7,32.4,-115.85
2010-05-04,3.7,32.98,-115.92
2010-05-04,3.3,32.25,-115.14
2010-05-05,3.5,32.27,-115.17
2010-05-05,3.6,32.99,-116.07
2010-05-05,4.0,32.33,-115.14
2010-05-05,3.7,32.74,-116.05
2010-05-05,3.5,32.33,-115.18
2010-05-05,3.3,32.16,-115.05
2010-05-05,3.6,32.18,-115.12
2010-05-05,3.4,32.83,-116.03
2010-05-06,3.6,32.68,-115.85
2010-05-06,3.4,32.9,-115.86
2010-05-06,3.6,32.45,-115.3
2010-05-06,3.5,32.44,-115.33
2010-05-06,3.5,32.57,-115.76
2010-05-06,3.7,32.53,-115.46
2010-05-06,3.8,32.76,-115.86
2010-05-07,3.2,32.4,-115.24
2010-05-07,4.1,32.45,-115.12
2010-05-08,3.9,32.33,-115.23
2010-05-08,3.5,32.19,-115.62
2010-05-08,3.9,32.65,-115.65
2010-05-08,3.9,32.31,-115.12
2010-05-08,4.2,32.83,-115.76
2010-05-08,4.5,32.81,-115.78
2010-05-08,4.0,32.89,-115.75
2010-05-08,3.9,32.35,-115.35
2010-05-08,3.9,32.98,-115.84
2010-05-08,3.9,32.78,-115.8
2010-05-09,3.7,32.34,-115.12
2010-05-09,3.5,32.28,-115.23
2010-05-09,3.6,32.28,-115.13
2010-05-09,3.5,32.2,-115.02
2010-05-09,3.6,32.24,-114.9
2010-05-09,3.6,31.94,-114.81
2010-05-10,3.6,32.77,-116.01
2010-05-10,3.8,32.42,-115.19
2010-05-10,3.7,32.37,-115.18
2010-05-10,3.7,32.57,-115.16
2010-05-11,3.8,32.35,-115.23
2010-05-11,3.7,32.38,-115.22
2010-05-11,3.7,32.2,-115.12
2010-05-13,3.7,32.11,-115.13
2010-05-13,3.6,32.55,-115.46
2010-05-13,3.9,30.05,-114.27
2010-05-13,3.6,31.88,-114.95
2010-05-13,3.4,32.46,-115.16
2010-05-13,3.5,32.29,-115.16
2010-05-13,3.0,32.3,-115.05
2010-05-14,3.9,32.96,-115.84
2010-05-14,4.0,32.24,-115.16
2010-05-14,4.1,32.18,-115.06
2010-05-14,3.6,32.73,-115.78
2010-05-14,3.8,32.54,-115.06
2010-05-14,3.5,32.42,-115.07
2010-05-14,3.3,32.47,-115.19
2010-05-14,4.0,32.18,-115.26
2010-05-14,3.6,32.35,-115.16
2010-05-14,3.1,32.44,-115.24
2010-05-14,3.4,32.48,-115.17
2010-05-14,3.9,32.92,-115.71
2010-05-15,4.1,32.29,-115.17
2010-05-15,3.9,32.27,-115.18
2010-05-15,3.8,32.36,-115.12
2010-05-15,3.7,32.3,-115.09
2010-05-15,3.3,32.39,-115.33
2010-05-15,3.2,32.35,-115.24
2010-05-15,3.5,32.42,-115.17
2010-05-15,3.2,31.99,-114.99
2010-05-16,3.9,32.24,-115.17
2010-05-16,3.7,32.23,-115.15
2010-05-16,3.7,32.25,-115.16
2010-05-16,3.6,32.33,-115.08
2010-05-16,3.2,32.51,-115.08
2010-05-16,3.3,32.55,-115.51
2010-05-16,3.6,32.37,-115.13
2010-05-16,3.5,32.21,-115.12
2010-05-16,3.3,32.24,-115.12
2010-05-17,3.6,32.36,-114.95
2010-05-17,3.7,32.27,-115.21
2010-05-17,3.9,32.28,-115.11
2010-05-17,3.5,32.64,-115.29
2010-05-17,3.3,32.26,-115.19
2010-05-17,3.3,32.44,-115.07
2010-05-18,3.3,32.39,-115.63
2010-05-18,3.5,32.38,-115.25
2010-05-18,3.7,32.46,-115.18
2010-05-18,3.1,32.57,-115.1
2010-05-18,3.4,32.54,-115.25
2010-05-18,3.3,32.49,-115.03
2010-05-18,4.8,32.83,-115.81
2010-05-19,3.3,32.9,-115.74
2010-05-19,3.2,32.36,-115.12
2010-05-19,3.1,32.39,-115.02
2010-05-19,3.5,32.36,-115.17
2010-05-19,3.8,32.27,-115.26
2010-05-19,3.8,32.74,-115.65
2010-05-19,3.3,32.35,-115.08
2010-05-19,3.3,32.41,-115.71
2010-05-19,3.5,32.28,-115.13
2010-05-20,3.4,32.96,-115.08
2010-05-20,3.3,32.38,-115.8
2010-05-20,3.3,32.75,-115.88
2010-05-20,3.8,32.19,-115.06
2010-05-20,3.5,32.3,-115.15
2010-05-21,3.4,32.04,-114.91
2010-05-21,3.4,32.21,-115.32
2010-05-22,3.6,32.78,-115.7
2010-05-22,3.9,32.69,-115.68
2010-05-22,3.6,32.78,-115.65
2010-05-23,3.6,31.87,-114.89
2010-05-23,3.6,32.19,-115.16
2010-05-23,3.5,32.34,-115.09
2010-05-23,3.8,30.53,-114.69
2010-05-24,3.6,31.78,-114.83
2010-05-24,3.5,32.27,-114.98
2010-05-24,3.5,31.92,-114.84
2010-05-24,3.4,31.89,-114.93
2010-05-24,3.4,32.4,-115.24
2010-05-25,3.5,32.4,-115.16
2010-05-25,3.6,32.37,-115.08
2010-05-25,3.3,32.5,-115.2
2010-05-25,3.5,32.41,-115.08
2010-05-25,3.4,32.47,-115.14
2010-05-26,3.3,32.47,-115.16
2010-05-26,3.4,32.44,-115.03
2010-05-26,3.3,32.45,-115.17
2010-05-26,3.7,32.61,-115.45
2010-05-26,3.4,32.59,-115.44
2010-05-26,3.5,32.6,-115.48
2010-05-26,3.4,32.39,-115.01
2010-05-26,3.9,32.05,-114.81
2010-05-26,3.3,32.13,-114.84
2010-05-26,3.3,32.3,-115.09
2010-05-26,3.8,32.55,-115.23
2010-05-27,3.4,32.41,-114.96
2010-05-27,3.6,32.3,-115.05
