Fecha,Magnitud,Latitud,Longitud
2013-12-20,3.7,31.1475,-115.936
2013-12-21,3.6,31.1057,-115.951
2013-12-21,3.4,31.1963,-115.871
2013-12-22,4.3,29.8058,-114.042
2013-12-22,4.1,30.6723,-114.229
2013-12-22,3.4,31.0898,-115.866
2013-12-22,3.4,31.1078,-115.843
2013-12-22,3.4,31.1305,-115.838
2013-12-23,2.9,31.1882,-115.938
2013-12-24,3.1,31.0827,-116.036
2013-12-25,3.1,31.1737,-115.733
2013-12-25,3.4,30.9443,-115.703
2013-12-26,3.1,31.1732,-115.879
2013-12-26,3.4,31.1213,-115.894
2013-12-27,3.3,31.1442,-115.774
2013-12-28,3.8,30.9512,-115.457
2013-12-28,3.0,31.0767,-115.421
2013-12-28,3.1,31.0817,-115.301
2013-12-28,3.1,31.1422,-115.688
2013-12-28,3.0,31.0855,-115.341
2013-12-29,2.9,31.1265,-115.392
2013-12-29,3.3,31.08,-115.448
2014-01-10,3.9,31.0747,-115.906
2014-01-11,4.0,31.1083,-115.895
2014-01-19,3.5,31.22,-115.381
2014-02-05,3.7,31.013,-115.887
2014-02-05,3.6,31.03,-115.88
2014-02-07,3.4,31.1962,-115.302
2014-02-21,3.5,31.1167,-115.963
2014-02-23,3.8,31.175,-115.938
2014-02-24,3.4,31.0553,-115.963
2014-02-25,3.0,30.908,-115.343
2014-03-14,3.5,30.9255,-115.321
2014-03-17,4.0,29.4078,-115.047
2014-03-20,4.0,30.2908,-114.243
2014-03-20,3.5,31.261,-115.173
2014-03-21,4.0,30.0982,-113.97
2014-03-21,4.0,30.5712,-114.115
2014-03-21,5.3,30.3785,-114.027
2014-03-21,5.1,30.4243,-114.024
2014-03-21,5.6,30.3902,-114.084
2014-03-21,3.8,30.4198,-114.107
2014-03-21,4.1,30.407,-114.113
2014-03-21,4.0,30.3572,-114.131
2014-03-22,4.0,30.053,-114.23
2014-03-24,3.5,31.2238,-116.171
2014-03-24,4.0,30.6088,-114.056
2014-03-24,4.1,30.5777,-114.152
2014-03-25,3.9,29.801,-114.418
2014-03-25,4.0,29.9327,-113.877
2014-03-26,3.4,31.2268,-115.39
2014-03-26,4.3,30.2518,-114.043
2014-04-07,4.1,30.0623,-114.064
2014-04-08,3.4,31.0712,-115.454
2014-04-12,3.6,31.2458,-116.152
2014-04-15,3.5,31.1817,-115.311
2014-04-23,3.2,31.1938,-115.457
2014-04-23,3.4,31.1192,-115.635
2014-04-25,3.5,31.1535,-115.413
2014-04-29,3.6,30.9463,-115.606
2014-05-03,3.4,31.1935,-115.871
2014-05-04,3.6,31.2827,-115.691
2014-05-04,3.8,31.1258,-115.966
2014-05-05,3.1,31.261,-115.393
2014-05-07,3.5,31.0655,-115.926
2014-05-08,2.8,31.1707,-115.655
2014-05-08,3.6,30.1477,-114.637
2014-05-08,3.6,30.5975,-114.409
2014-05-11,2.7,31.1337,-115.684
2014-05-11,3.0,31.0592,-115.496
2014-05-12,2.7,31.1772,-115.431
2014-05-12,3.0,31.0503,-115.439
2014-05-12,3.0,31.1235,-115.387
2014-05-15,3.6,31.185,-115.914
2014-05-15,3.8,31.0437,-115.914
2014-05-16,3.3,31.1322,-115.397
2014-05-16,2.8,31.214,-115.745
2014-05-17,3.3,30.1568,-114.359
2014-05-18,3.3,30.3707,-114.451
2014-05-20,3.2,31.0467,-115.68
2014-05-20,3.5,31.0587,-115.957
2014-05-21,3.4,31.1005,-115.854
2014-05-21,3.4,30.2183,-114.739
2014-05-21,3.8,30.7873,-114.307
2014-05-22,3.1,31.1995,-115.906
2014-05-22,2.9,31.227,-115.793
2014-05-23,3.2,31.049,-115.693
2014-05-24,3.8,30.6078,-114.126
2014-05-25,4.0,30.1075,-114.598
2014-05-25,2.8,31.0885,-115.268
2014-05-26,3.0,31.2527,-115.556
2014-05-26,3.4,31.1843,-115.699
2014-06-03,3.9,30.2938,-116.322
2014-06-03,3.7,31.1927,-115.153
